gvp_id,lat,lon,total_complaints,recurrence_count,recurrence_rate,average_days_between_complaints,average_cleanup_interval,distance_to_market_m,distance_to_bin_m,collection_frequency_per_week,near_school,near_bus_stop,population_density,risk_level,cluster_id,risk_score,computed_risk_tier,predicted_root_cause,days_since_last_cleanup,cluster_avg_recurrence_rate,cluster_size,near_school_num,near_bus_stop_num,population_density_num,composite_vulnerability,rf_predicted_recurrence_rate,worst_factor,recommended_action
GVP031,17.767522,83.303712,30,29,0.9666666666666668,23.379310344827587,23.344827586206897,65,356,3,False,True,medium,High,0,0.9132,High,"no_bin_nearby, market_proximity, chronic_recurrence",0,0.8953706266611837,235,0,1,1,0.7559523809523809,0.9117,Far from nearest bin,Install new waste bin within 100m
GVP044,17.760377,83.286686,28,27,0.9642857142857144,26.444444444444443,28.36,68,254,1,True,True,medium,High,0,0.8928,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8953808016713586,235,1,1,1,0.729845238095238,0.9106,Far from nearest bin,Install new waste bin within 100m
GVP106,17.744992,83.325622,22,21,0.9545454545454546,33.333333333333336,36.68421052631579,18,186,1,True,False,medium,High,1,0.8648,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8743102594476104,60,1,0,1,0.6681785714285715,0.8977,Far from nearest bin,Install new waste bin within 100m
GVP159,17.721712,83.296071,20,19,0.95,32.21052631578947,38.266666666666666,111,378,1,False,True,medium,High,0,0.9377,High,"no_bin_nearby, low_collection_frequency, chronic_recurrence",0,0.8954418517324088,235,0,1,1,0.7086785714285715,0.8917,Far from nearest bin,Install new waste bin within 100m
GVP262,17.759873,83.291907,19,18,0.9473684210526316,37.11111111111112,43.46666666666667,10,267,2,True,False,medium,High,0,0.887,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8954530977962865,235,1,0,1,0.6693154761904763,0.8896,Far from nearest bin,Install new waste bin within 100m
GVP296,17.744441,83.291908,19,18,0.9473684210526316,36.833333333333336,36.77777777777778,10,232,1,True,False,medium,High,0,0.886,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8954530977962865,235,1,0,1,0.6760119047619049,0.8893,Far from nearest bin,Install new waste bin within 100m
GVP037,17.742278,83.291394,28,27,0.9642857142857144,24.40740740740741,27.5,75,191,1,False,True,medium,High,0,0.8593,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8953808016713586,235,0,1,1,0.6858035714285715,0.8876,Far from nearest bin,Install new waste bin within 100m
GVP067,17.718998,83.294401,23,22,0.9565217391304348,31.681818181818183,34.9,85,320,1,True,False,medium,High,0,0.918,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.895413981052364,235,1,0,1,0.7160119047619048,0.884,Far from nearest bin,Install new waste bin within 100m
GVP212,17.737919,83.294129,20,19,0.95,32.68421052631579,36.47058823529412,55,268,1,True,True,medium,High,0,0.8951,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8954418517324088,235,1,1,1,0.6772619047619048,0.8836,Far from nearest bin,Install new waste bin within 100m
GVP186,17.754643,83.31212,22,21,0.9545454545454546,30.95238095238096,34.26315789473684,41,224,1,True,True,medium,High,0,0.8786,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8954224267129837,235,1,1,1,0.6765952380952381,0.8818,Far from nearest bin,Install new waste bin within 100m
GVP001,17.755751,83.300573,24,23,0.9583333333333334,28.08695652173913,29.40909090909091,36,237,2,False,True,low,High,0,0.8718,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8954062391967962,235,0,1,0,0.676982142857143,0.8818,Far from nearest bin,Install new waste bin within 100m
GVP200,17.75842,83.306331,28,27,0.9642857142857144,26.22222222222222,28.32,95,185,1,True,True,medium,High,0,0.8516,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8953808016713586,235,1,1,1,0.6687202380952382,0.8813,Far from nearest bin,Install new waste bin within 100m
GVP142,17.755279,83.314725,19,18,0.9473684210526316,38.0,42.625,41,268,1,True,False,low,High,0,0.897,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8954530977962865,235,1,0,0,0.6778452380952381,0.8805,Far from nearest bin,Install new waste bin within 100m
GVP075,17.755967,83.298171,20,19,0.95,36.42105263157895,43.125,79,265,1,True,True,medium,Medium,0,0.888,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8954418517324088,235,1,1,1,0.6593869047619048,0.8801,Far from nearest bin,Install new waste bin within 100m
GVP299,17.767083,83.295438,19,18,0.9473684210526316,39.72222222222222,44.625,37,235,2,True,True,medium,High,0,0.8645,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8954530977962863,235,1,1,1,0.6313154761904762,0.8779,Far from nearest bin,Install new waste bin within 100m
GVP140,17.75773,83.292599,19,18,0.9473684210526316,28.666666666666668,32.3125,46,286,2,True,True,low,High,0,0.8882,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8954530977962865,235,1,1,0,0.6571904761904762,0.8763,Far from nearest bin,Install new waste bin within 100m
GVP198,17.756627,83.299356,28,27,0.9642857142857144,25.703703703703702,27.72,74,184,2,True,False,medium,High,0,0.8393,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8953808016713586,235,1,0,1,0.6535238095238095,0.8734,Far from nearest bin,Install new waste bin within 100m
GVP251,17.747155,83.323815,27,26,0.9629629629629628,25.615384615384617,25.5,136,244,2,True,True,low,High,1,0.8544,High,"no_bin_nearby, low_collection_frequency, chronic_recurrence",0,0.8741675898134154,60,1,1,0,0.6409404761904762,0.8706,Far from nearest bin,Install new waste bin within 100m
GVP220,17.725457,83.299811,30,29,0.9666666666666668,24.86206896551724,28.88,130,191,1,False,False,high,High,0,0.8477,High,"no_bin_nearby, low_collection_frequency, chronic_recurrence",0,0.8953706266611837,235,0,0,2,0.6666369047619047,0.8682,Far from nearest bin,Install new waste bin within 100m
GVP122,17.762857,83.313543,12,11,0.9166666666666666,54.27272727272727,66.55555555555556,10,400,2,False,True,low,Medium,0,0.9375,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8955843018748589,235,0,1,0,0.6911904761904762,0.8646,Far from nearest bin,Install new waste bin within 100m
GVP028,17.768513,83.300519,21,20,0.9523809523809524,35.65,37.47368421052632,136,293,1,False,True,medium,High,0,0.8901,High,"no_bin_nearby, low_collection_frequency, chronic_recurrence",0,0.8954316767222336,235,0,1,1,0.6476369047619048,0.8639,Far from nearest bin,Install new waste bin within 100m
GVP059,17.72967,83.305487,25,23,0.92,29.291666666666668,31.818181818181817,57,231,1,True,True,high,High,0,0.8594,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8955700568606139,235,1,1,2,0.6965535714285715,0.862,Far from nearest bin,Install new waste bin within 100m
GVP133,17.75266,83.301152,24,23,0.9583333333333334,26.39130434782609,33.72222222222222,23,231,3,False,False,low,High,0,0.8551,High,"no_bin_nearby, market_proximity, chronic_recurrence",0,0.8954062391967962,235,0,0,0,0.653327380952381,0.8548,Far from nearest bin,Install new waste bin within 100m
GVP115,17.725307,83.30115,30,28,0.9333333333333332,23.344827586206897,25.96153846153846,10,177,1,True,False,high,High,0,0.8504,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8955130768036337,235,1,0,2,0.7378869047619048,0.852,Far from nearest bin,Install new waste bin within 100m
GVP287,17.76035,83.289522,21,18,0.8571428571428571,32.65,38.35294117647059,10,292,1,True,True,high,High,0,0.8667,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8958386771292342,235,1,1,2,0.7310119047619048,0.8492,Far from nearest bin,Install new waste bin within 100m
GVP298,17.741068,83.294466,24,23,0.9583333333333334,31.47826086956522,45.0,175,285,1,True,True,medium,High,0,0.8802,High,"no_bin_nearby, low_collection_frequency, chronic_recurrence",0,0.8954062391967962,235,1,1,1,0.6428869047619048,0.8484,Far from nearest bin,Install new waste bin within 100m
GVP081,17.741292,83.298324,18,16,0.8888888888888888,33.47058823529412,37.8,35,312,1,True,False,high,High,0,0.8885,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8957030103269007,235,1,0,2,0.7005952380952382,0.8473,Far from nearest bin,Install new waste bin within 100m
GVP216,17.767414,83.295363,21,20,0.9523809523809524,35.05,44.0,149,380,3,False,True,low,Medium,0,0.8978,High,"no_bin_nearby, chronic_recurrence",0,0.8954316767222336,235,0,1,0,0.636202380952381,0.8417,Far from nearest bin,Install new waste bin within 100m
GVP136,17.744384,83.291367,22,21,0.9545454545454546,33.76190476190476,35.55,192,285,1,False,True,medium,High,0,0.8741,High,"no_bin_nearby, low_collection_frequency, chronic_recurrence",0,0.8954224267129837,235,0,1,1,0.6140535714285714,0.841,Far from nearest bin,Install new waste bin within 100m
GVP126,17.724637,83.29993,15,14,0.9333333333333332,46.92857142857143,54.91666666666666,127,301,1,True,True,low,Medium,0,0.8858,High,"no_bin_nearby, low_collection_frequency, chronic_recurrence",0,0.8955130768036337,235,1,1,0,0.6061369047619047,0.8396,Far from nearest bin,Install new waste bin within 100m
GVP266,17.757372,83.298611,8,7,0.875,82.0,95.83333333333331,10,320,1,False,True,medium,Medium,0,0.8907,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8957623645529215,235,0,1,1,0.6347619047619049,0.8376,Far from nearest bin,Install new waste bin within 100m
GVP224,17.718881,83.29304,17,16,0.9411764705882352,33.875,45.333333333333336,110,354,3,False,False,low,Medium,0,0.8876,High,"no_bin_nearby, chronic_recurrence",0,0.8954795591230572,235,0,0,0,0.610952380952381,0.8366,Far from nearest bin,Install new waste bin within 100m
GVP077,17.757062,83.300717,26,25,0.9615384615384616,28.28,30.73913043478261,165,203,1,False,True,medium,High,0,0.8428,High,"no_bin_nearby, low_collection_frequency, chronic_recurrence",0,0.8953925420677145,235,0,1,1,0.6158035714285715,0.8358,Far from nearest bin,Install new waste bin within 100m
GVP249,17.730386,83.305979,22,20,0.9090909090909092,32.19047619047619,40.4375,89,257,1,True,True,low,High,0,0.8591,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8956166769072339,235,1,1,0,0.6652202380952382,0.8331,Far from nearest bin,Install new waste bin within 100m
GVP012,17.755568,83.300649,27,26,0.9629629629629628,25.884615384615383,26.88,10,140,1,True,False,medium,Medium,0,0.848,High,"market_proximity, low_collection_frequency, chronic_recurrence",0,0.8953864544547893,235,1,0,1,0.6885119047619048,0.8268,High market proximity footfall,Deploy mobile cleanup unit near market
GVP274,17.719394,83.29554,12,11,0.9166666666666666,55.09090909090909,67.33333333333333,80,245,1,True,False,low,Medium,0,0.8593,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8955843018748588,235,1,0,0,0.5762202380952381,0.826,Far from nearest bin,Install new waste bin within 100m
GVP244,17.724609,83.294745,30,29,0.9666666666666668,22.79310344827586,22.79310344827586,23,122,2,True,False,medium,High,0,0.8212,High,"market_proximity, low_collection_frequency, chronic_recurrence",0,0.8953706266611837,235,1,0,1,0.6662738095238095,0.8225,High market proximity footfall,Deploy mobile cleanup unit near market
GVP147,17.74112,83.290819,18,17,0.9444444444444444,36.11764705882353,36.0,122,277,3,False,False,high,High,0,0.8476,High,"no_bin_nearby, chronic_recurrence",0,0.895465593422817,235,0,0,2,0.563577380952381,0.8224,Far from nearest bin,Install new waste bin within 100m
GVP014,17.756451,83.300095,24,23,0.9583333333333334,30.95652173913044,33.95238095238095,232,227,1,True,False,low,High,0,0.8375,High,"no_bin_nearby, low_collection_frequency, chronic_recurrence",0,0.8954062391967962,235,1,0,0,0.5686369047619048,0.8169,Far from nearest bin,Install new waste bin within 100m
GVP008,17.760466,83.286544,19,17,0.8947368421052632,38.66666666666666,40.66666666666666,10,204,1,False,False,medium,High,0,0.8429,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8956780190738391,235,0,0,1,0.6585119047619048,0.8151,Far from nearest bin,Install new waste bin within 100m
GVP003,17.725592,83.29557,27,26,0.9629629629629628,25.307692307692307,28.65217391304348,38,78,2,False,False,high,High,0,0.7934,High,"market_proximity, low_collection_frequency, chronic_recurrence",0,0.8953864544547893,235,0,0,2,0.6025238095238096,0.8134,High market proximity footfall,Deploy mobile cleanup unit near market
GVP125,17.758058,83.298965,10,9,0.9,65.88888888888889,98.33333333333331,10,186,1,False,True,low,Medium,0,0.8366,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.895655526946084,235,0,1,0,0.5685119047619048,0.8128,Far from nearest bin,Install new waste bin within 100m
GVP208,17.724352,83.286094,28,27,0.9642857142857144,25.666666666666668,27.695652173913043,89,93,1,False,False,medium,High,0,0.8064,High,"market_proximity, low_collection_frequency, chronic_recurrence",0,0.8953808016713586,235,0,0,1,0.6152202380952382,0.8085,Low collection frequency,Increase collection frequency to daily
GVP033,17.756798,83.295669,20,19,0.95,36.73684210526316,41.11764705882353,40,244,4,True,False,medium,Medium,0,0.8365,High,"no_bin_nearby, market_proximity, chronic_recurrence",0,0.8954418517324088,235,1,0,1,0.5865476190476191,0.8074,Far from nearest bin,Install new waste bin within 100m
GVP135,17.75904,83.295229,20,19,0.95,30.157894736842103,30.105263157894736,197,198,1,True,True,high,High,0,0.8264,High,"no_bin_nearby, low_collection_frequency, chronic_recurrence",0,0.8954418517324088,235,1,1,2,0.5388452380952381,0.806,Far from nearest bin,Install new waste bin within 100m
GVP045,17.739283,83.293457,22,21,0.9545454545454546,30.904761904761905,34.05263157894737,151,230,3,True,True,high,High,0,0.8225,High,"no_bin_nearby, chronic_recurrence",0,0.8954224267129837,235,1,1,2,0.5498690476190476,0.8046,Far from nearest bin,Install new waste bin within 100m
GVP073,17.725568,83.302119,17,16,0.9411764705882352,40.25,42.8,49,171,1,False,True,medium,Medium,0,0.8426,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8954795591230572,235,0,1,1,0.5943869047619048,0.8038,Far from nearest bin,Install new waste bin within 100m
GVP089,17.724333,83.300587,14,13,0.9285714285714286,48.92307692307692,42.55555555555556,174,273,2,True,True,low,Medium,0,0.8413,High,"no_bin_nearby, low_collection_frequency, chronic_recurrence",0,0.8955334268239837,235,1,1,0,0.5199821428571428,0.7985,Far from nearest bin,Install new waste bin within 100m
GVP116,17.758352,83.303402,22,21,0.9545454545454546,30.285714285714285,33.94444444444444,207,201,2,False,True,medium,High,0,0.8114,High,"no_bin_nearby, low_collection_frequency, chronic_recurrence",0,0.8954224267129837,235,0,1,1,0.5229821428571428,0.797,Far from nearest bin,Install new waste bin within 100m
GVP109,17.752017,83.301276,10,9,0.9,77.88888888888889,87.625,10,176,2,True,False,high,Medium,0,0.8149,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.895655526946084,235,1,0,2,0.5336904761904763,0.7846,Far from nearest bin,Install new waste bin within 100m
GVP021,17.743341,83.320425,20,19,0.95,36.36842105263158,40.588235294117645,209,223,3,False,True,medium,Medium,1,0.8029,High,"no_bin_nearby, chronic_recurrence",0,0.8743873010500758,60,0,1,1,0.4893273809523809,0.7809,Far from nearest bin,Install new waste bin within 100m
GVP277,17.730434,83.296209,19,18,0.9473684210526316,37.61111111111112,40.1764705882353,10,12,2,True,True,high,High,0,0.7579,High,"market_proximity, low_collection_frequency, chronic_recurrence",0,0.8954530977962865,235,1,1,2,0.5099404761904762,0.7787,High market proximity footfall,Deploy mobile cleanup unit near market
GVP163,17.747032,83.325745,18,17,0.9444444444444444,39.47058823529412,42.0,144,207,3,False,False,high,Medium,1,0.807,High,"no_bin_nearby, chronic_recurrence",0,0.8744814630086446,60,0,0,2,0.5051607142857143,0.7721,Far from nearest bin,Install new waste bin within 100m
GVP199,17.756017,83.304116,15,14,0.9333333333333332,40.35714285714285,46.91666666666666,123,170,1,False,False,medium,Medium,0,0.8204,High,"no_bin_nearby, low_collection_frequency, chronic_recurrence",0,0.8955130768036337,235,0,0,1,0.5269285714285715,0.7708,Far from nearest bin,Install new waste bin within 100m
GVP112,17.756587,83.306033,25,24,0.96,29.25,29.20833333333333,130,67,2,True,True,high,High,0,0.7646,High,"low_collection_frequency, chronic_recurrence",0,0.8953991166896738,235,1,1,2,0.5168154761904762,0.7669,Low collection frequency,Increase collection frequency to daily
GVP233,17.757778,83.304562,13,12,0.9230769230769232,45.66666666666666,50.09090909090909,10,158,2,False,True,low,Medium,0,0.8185,High,"no_bin_nearby, market_proximity, low_collection_frequency, chronic_recurrence",0,0.8955569076166954,235,0,1,0,0.5486904761904763,0.7616,High market proximity footfall,Deploy mobile cleanup unit near market
GVP088,17.764552,83.295024,16,15,0.9375,42.93333333333333,45.785714285714285,188,264,4,False,False,low,Medium,0,0.805,High,"no_bin_nearby, chronic_recurrence",0,0.8954952705358274,235,0,0,0,0.4653809523809524,0.7603,Far from nearest bin,Install new waste bin within 100m
GVP204,17.756695,83.305694,14,13,0.9285714285714286,47.53846153846154,51.583333333333336,68,98,1,False,True,medium,Medium,0,0.7942,High,"market_proximity, low_collection_frequency, chronic_recurrence",0,0.8955334268239838,235,0,1,1,0.5098452380952381,0.7548,Low collection frequency,Increase collection frequency to daily
GVP243,17.757457,83.305952,15,14,0.9333333333333332,44.42857142857143,51.5,118,134,1,True,False,high,Medium,0,0.8033,High,"low_collection_frequency, chronic_recurrence",0,0.8955130768036337,235,1,0,2,0.5077619047619047,0.7544,Low collection frequency,Increase collection frequency to daily
GVP164,17.725873,83.298718,13,12,0.9230769230769232,54.083333333333336,54.083333333333336,148,219,3,True,True,high,High,0,0.8004,High,"no_bin_nearby, chronic_recurrence",0,0.8955569076166954,235,1,1,2,0.4662440476190476,0.7542,Far from nearest bin,Install new waste bin within 100m
GVP257,17.753355,83.300218,15,14,0.9333333333333332,44.785714285714285,48.15384615384615,123,153,1,False,True,medium,Medium,0,0.8118,High,"no_bin_nearby, low_collection_frequency, chronic_recurrence",0,0.8955130768036337,235,0,1,1,0.5163035714285715,0.7526,Low collection frequency,Increase collection frequency to daily
GVP130,17.724465,83.293548,19,17,0.8947368421052632,36.61111111111112,45.38461538461539,36,84,2,True,True,low,Medium,0,0.7593,High,"market_proximity, low_collection_frequency, chronic_recurrence",0,0.8956780190738391,235,1,1,0,0.5376071428571428,0.7524,High market proximity footfall,Deploy mobile cleanup unit near market
GVP169,17.762131,83.32954,16,15,0.9375,44.93333333333333,45.13333333333333,190,199,3,True,False,high,High,0,0.7883,High,"no_bin_nearby, chronic_recurrence",0,0.8954952705358274,235,1,0,2,0.4519940476190476,0.7457,Far from nearest bin,Install new waste bin within 100m
GVP132,17.718956,83.317184,17,16,0.9411764705882352,37.625,53.63636363636363,16,182,6,False,False,high,Medium,2,0.7725,High,"no_bin_nearby, market_proximity, chronic_recurrence",0,0.8939393939393939,5,0,0,2,0.48040476190476195,0.7411,Far from nearest bin,Install new waste bin within 100m
GVP096,17.732715,83.329529,8,6,0.75,96.42857142857144,112.66666666666669,72,157,3,False,False,medium,Medium,1,0.6916,High,"no_bin_nearby, market_proximity, chronic_recurrence",0,0.8777771315585503,60,0,0,1,0.43441071428571426,0.7389,Far from nearest bin,Install new waste bin within 100m
GVP158,17.719635,83.330911,19,18,0.9473684210526316,30.88888888888889,39.0,10,53,3,False,True,low,Medium,1,0.762,High,"market_proximity, chronic_recurrence",0,0.874431904083082,60,0,1,0,0.5069940476190476,0.7381,High market proximity footfall,Deploy mobile cleanup unit near market
GVP283,17.730246,83.294629,11,10,0.9090909090909092,60.2,67.11111111111111,74,86,2,False,True,medium,Medium,0,0.7593,High,"market_proximity, low_collection_frequency, chronic_recurrence",0,0.895616676907234,235,0,1,1,0.44352380952380954,0.7364,High market proximity footfall,Deploy mobile cleanup unit near market
GVP152,17.729055,83.294863,15,14,0.9333333333333332,44.07142857142857,44.0,157,93,1,True,True,low,Medium,0,0.7734,High,"low_collection_frequency, chronic_recurrence",0,0.8955130768036337,235,1,1,0,0.4561369047619048,0.7361,Low collection frequency,Increase collection frequency to daily
GVP230,17.767326,83.292866,15,14,0.9333333333333332,48.07142857142857,67.4,94,156,3,True,False,medium,Medium,0,0.7868,High,"no_bin_nearby, market_proximity, chronic_recurrence",0,0.8955130768036337,235,1,0,1,0.4803690476190476,0.7308,Far from nearest bin,Install new waste bin within 100m
GVP294,17.730329,83.296362,21,19,0.9047619047619048,34.5,35.1578947368421,148,116,2,True,False,low,High,0,0.7548,High,"low_collection_frequency, chronic_recurrence",0,0.8956351769257339,235,1,0,0,0.5004404761904762,0.7287,Low collection frequency,Increase collection frequency to daily
GVP141,17.72839,83.29397,33,31,0.9393939393939394,22.625,24.03333333333333,145,50,3,True,True,medium,High,0,0.7245,High,chronic_recurrence,0,0.8954871767777337,235,1,1,1,0.5376190476190476,0.7231,Low collection frequency,Increase collection frequency to daily
GVP036,17.732325,83.290255,23,22,0.9565217391304348,26.227272727272727,27.52380952380953,178,116,3,False,True,medium,Medium,0,0.7596,High,chronic_recurrence,0,0.895413981052364,235,0,1,1,0.4693690476190476,0.7218,Far from nearest bin,Install new waste bin within 100m
GVP195,17.719226,83.32907,6,5,0.8333333333333334,103.6,260.5,54,48,3,False,True,medium,Medium,1,0.6865,High,"market_proximity, chronic_recurrence",0,0.8763647021800194,60,0,1,1,0.3607857142857143,0.7217,High market proximity footfall,Deploy mobile cleanup unit near market
GVP203,17.725893,83.301048,24,22,0.9166666666666666,28.13043478260869,35.94444444444444,117,219,6,False,True,high,High,0,0.7541,High,"no_bin_nearby, chronic_recurrence",0,0.8955843018748588,235,0,1,2,0.49744642857142857,0.7176,Far from nearest bin,Install new waste bin within 100m
GVP275,17.72391,83.286956,13,12,0.9230769230769232,60.25,60.25,120,143,3,False,True,low,Medium,0,0.7685,High,chronic_recurrence,0,0.8955569076166954,235,0,1,0,0.43741071428571426,0.7083,Far from nearest bin,Install new waste bin within 100m
GVP010,17.744155,83.297302,18,16,0.8888888888888888,39.8235294117647,50.23076923076923,175,134,2,False,True,low,Medium,0,0.7489,High,"low_collection_frequency, chronic_recurrence",0,0.8957030103269007,235,0,1,0,0.46744047619047624,0.7065,Far from nearest bin,Install new waste bin within 100m
GVP235,17.73411,83.283092,13,12,0.9230769230769232,44.75,49.0,185,138,2,True,True,low,Medium,0,0.7674,High,"low_collection_frequency, chronic_recurrence",0,0.8955569076166954,235,1,1,0,0.4195238095238095,0.706,Far from nearest bin,Install new waste bin within 100m
GVP240,17.737154,83.31576,13,12,0.9230769230769232,48.833333333333336,58.7,101,41,3,True,False,medium,Medium,1,0.7213,High,chronic_recurrence,0,0.8748436243877551,60,1,0,1,0.38632738095238095,0.7051,High market proximity footfall,Deploy mobile cleanup unit near market
GVP064,17.732479,83.328587,9,8,0.8888888888888888,70.375,59.42857142857143,78,53,3,False,True,high,Medium,1,0.7139,High,"market_proximity, chronic_recurrence",0,0.875423082594332,60,0,1,2,0.37416071428571424,0.7033,High market proximity footfall,Deploy mobile cleanup unit near market
GVP234,17.768796,83.308306,29,28,0.9655172413793104,24.5,26.423076923076923,197,15,2,True,True,medium,High,0,0.7256,High,"low_collection_frequency, chronic_recurrence",0,0.8953755387350613,235,1,1,1,0.4746488095238096,0.7028,Low collection frequency,Increase collection frequency to daily
GVP190,17.771175,83.309836,14,13,0.9285714285714286,51.15384615384615,55.41666666666666,158,58,3,True,True,medium,Medium,0,0.7195,High,chronic_recurrence,0,0.8955334268239838,235,1,1,1,0.3677023809523809,0.7015,Low collection frequency,Increase collection frequency to daily
GVP123,17.765843,83.292153,9,8,0.8888888888888888,76.125,87.28571428571429,10,176,5,True,False,medium,Low,0,0.7588,High,"no_bin_nearby, market_proximity, chronic_recurrence",0,0.8957030103269007,235,1,0,1,0.4392261904761905,0.7012,Far from nearest bin,Install new waste bin within 100m
